CustomerID,Name,Gender,Age,City,MonthlyIncome,SignupDate,LastPurchaseDate,ProductsPurchased,SpendingScore,PreferredChannel,CustomerSatisfaction,Churn
268,Maria Brown,Male,44,Ibadan,268370,14/09/2025,13/04/2027,8,72,Store,2.6,0
269,Bryan Charles,Male,41,Lagos,98477,24/07/2024,28/10/2025,9,69,Store,4,0
270,Daniel Fowler,Male,22,Ibadan,148651,28/04/2025,10/10/2027,7,98,Store,2.9,0
271,Gavin Zhang,Female,30,Abuja,438746,25/06/2023,28/01/2024,23,16,Mobile App,4.1,1
272,Ronald Spencer,Female,53,Ibadan,218618,16/10/2025,19/06/2026,15,100,Mobile App,3.9,1
273,Sergio Murphy,Female,41,Lagos,318863,18/11/2025,13/08/2026,24,64,Store,4.3,1
274,Linda Ramirez,Male,41,Kano,214061,07/01/2024,03/08/2024,8,53,Mobile App,2.4,1
275,Ms. Rebecca Rodriguez,Female,55,Port Harcourt,353637,02/01/2024,22/07/2025,5,93,Online,3,1
276,Hunter Kramer,Female,33,Port Harcourt,311777,02/07/2023,05/02/2025,25,71,Store,4.9,1
277,Christopher Williams,Male,28,Abuja,434183,22/11/2025,09/03/2027,24,46,Mobile App,3.5,0
278,Nichole Alvarez,Male,20,Lagos,489913,06/03/2025,25/08/2026,14,10,Online,4.5,0
279,Ashley Gordon,Female,27,Port Harcourt,54792,05/12/2024,13/02/2025,2,28,Mobile App,3.9,1
280,Richard Camacho,Female,49,Lagos,58247,02/01/2026,09/11/2027,1,1,Mobile App,4.2,1
281,Mason Johnson,Female,50,Abuja,476328,10/08/2025,28/08/2025,4,90,Online,3.6,0
282,Jessica Rodriguez,Female,57,Port Harcourt,326014,05/06/2025,19/12/2025,13,33,Online,3.1,1
283,Bobby Franklin,Male,54,Port Harcourt,177510,11/04/2025,26/07/2026,22,90,Online,4,0
284,Marcus Richards,Female,43,Lagos,248843,02/09/2023,07/12/2023,21,49,Online,4.1,0
285,Kyle Phillips,Male,45,Kano,388117,09/10/2024,05/03/2026,2,43,Online,2.6,1
286,Annette Miles,Female,20,Kano,88979,16/07/2025,20/04/2026,19,88,Mobile App,2.1,1
287,Patricia Le,Female,31,Lagos,357775,05/03/2026,22/03/2026,10,19,Online,3.7,1
288,Stephen Gutierrez,Male,52,Lagos,223921,21/04/2024,16/03/2026,17,50,Mobile App,4.9,0
289,Nicholas Edwards,Female,45,Kano,171710,26/04/2025,05/08/2025,25,10,Mobile App,4.9,1
290,Jacqueline Hernandez,Female,38,Ibadan,65532,19/09/2024,21/11/2026,16,82,Online,3.1,1
291,Ronald Davis,Female,29,Lagos,406355,28/05/2025,14/08/2026,25,75,Mobile App,2.9,0
292,Jacqueline Anderson,Male,22,Ibadan,93011,20/10/2023,20/10/2025,23,35,Mobile App,2.5,1
293,Kristina Rivera,Male,41,Port Harcourt,105863,24/08/2023,14/07/2024,15,12,Store,4.3,0
294,Shane Pugh,Female,23,Kano,148247,28/11/2023,12/04/2024,18,56,Mobile App,3.2,0
295,Michelle Schmitt,Female,40,Ibadan,340570,10/03/2025,10/06/2025,1,12,Store,3.2,0
296,Brian Romero,Male,53,Ibadan,177266,10/12/2025,23/12/2027,6,74,Online,2.8,1
297,Courtney Rodriguez,Female,27,Port Harcourt,83170,18/01/2024,06/06/2025,14,22,Store,3.5,0
298,Phillip Andrews,Female,34,Kano,179284,03/10/2025,08/10/2026,20,93,Online,3.4,0
299,Vanessa Cardenas,Female,18,Port Harcourt,257456,19/03/2025,25/01/2026,15,43,Store,3.3,0
300,Kristin Lynch,Male,38,Ibadan,366256,31/12/2025,04/11/2026,11,89,Online,4.9,1
301,Debra White,Male,58,Port Harcourt,307429,09/03/2026,02/01/2027,13,74,Store,4.4,1
302,Tammy Bell,Male,25,Kano,345620,18/05/2026,27/05/2027,1,26,Mobile App,3.4,0
303,Kylie Morales,Male,36,Ibadan,485831,28/02/2024,22/05/2025,22,89,Store,2.4,1
304,Valerie Davis,Female,34,Ibadan,395329,29/12/2023,02/09/2024,3,20,Store,5,1
305,Jason Peterson,Female,43,Kano,330162,24/08/2025,13/04/2027,2,65,Store,4.1,0
306,Frederick Pugh,Female,33,Abuja,394772,17/12/2024,08/04/2025,21,86,Mobile App,2.1,1
307,Anthony Moore,Male,39,Lagos,467454,04/12/2025,14/01/2028,4,56,Store,2.7,0
308,Brad Ramos,Male,41,Port Harcourt,255066,06/01/2026,08/04/2027,1,60,Store,2.3,1
309,Mr. Donald Fischer,Male,25,Port Harcourt,485849,11/03/2025,07/06/2025,10,94,Store,3.4,0
310,Brian Gregory,Male,48,Ibadan,232609,15/11/2023,02/05/2025,24,61,Mobile App,3.4,0
311,Mr. Andrew Foster,Male,20,Lagos,474770,29/11/2025,03/10/2026,11,91,Mobile App,2.3,0
312,Dan Dougherty,Male,33,Port Harcourt,320529,09/12/2025,07/01/2028,18,23,Store,4.9,0
313,Donna Wilson,Male,43,Ibadan,380175,22/12/2023,18/03/2026,13,24,Online,4.2,0
314,Casey James,Male,55,Abuja,275209,03/07/2025,07/10/2026,7,50,Store,4.3,0
315,Justin Barnett,Male,24,Port Harcourt,469169,20/05/2026,02/01/2028,11,69,Online,3.4,1
316,Scott Williams,Female,49,Kano,326674,23/11/2024,11/10/2026,13,82,Mobile App,3.2,0
317,Blake Edwards,Male,40,Port Harcourt,493294,21/06/2023,12/06/2024,20,59,Mobile App,2.3,0
318,Michelle Butler,Male,25,Abuja,175080,19/03/2025,03/02/2026,12,40,Mobile App,2.4,1
319,Vincent Jackson,Female,56,Ibadan,122282,17/11/2023,19/01/2025,6,74,Store,3.9,0
320,Michael Cox,Male,28,Abuja,306713,07/01/2026,30/07/2027,11,37,Store,3.9,1
321,Dana Chapman,Female,49,Kano,121583,31/03/2025,10/04/2025,17,25,Mobile App,3.5,1
322,Seth Reese,Male,46,Kano,306219,13/08/2025,13/10/2026,1,22,Online,2.9,1
323,Christopher Dixon,Female,52,Kano,201346,01/05/2024,18/12/2024,24,22,Store,3.6,0
324,Cheyenne Parsons,Female,25,Kano,190450,16/11/2023,25/06/2025,25,100,Online,4.3,1
325,Sabrina Briggs,Male,31,Port Harcourt,272903,18/11/2024,01/06/2026,2,14,Store,2.8,0
326,David Thompson,Male,25,Kano,456654,24/05/2024,17/08/2025,23,31,Store,4.6,1
327,Mary Thompson,Male,57,Lagos,122999,15/01/2024,03/07/2024,19,27,Store,3.6,0
328,Paul Wolf MD,Female,36,Kano,201693,22/01/2026,20/12/2026,22,74,Online,2.4,1
329,Victoria Morris,Male,35,Abuja,393878,15/10/2025,15/12/2025,5,17,Mobile App,3,0
330,Jeremiah Harrison,Female,43,Ibadan,306617,21/01/2026,11/03/2028,13,19,Store,2.2,0
331,Donald Brown,Female,50,Ibadan,443112,27/01/2026,16/03/2027,16,36,Store,3.7,0
332,Joel Johnson,Female,47,Lagos,382839,19/07/2025,07/08/2027,18,86,Store,2.7,1
333,Angela Lin,Female,31,Port Harcourt,309373,15/12/2024,09/04/2027,11,35,Mobile App,3.7,1
334,Katie Ford,Male,39,Lagos,407853,10/10/2023,26/12/2025,4,98,Mobile App,4.4,1
335,Nancy Williams,Female,25,Ibadan,499656,30/09/2025,17/10/2025,1,21,Store,2.6,0
336,Erica Alvarez,Male,37,Port Harcourt,133349,27/10/2025,24/08/2027,9,36,Online,3.1,0
337,Joanna Shepherd,Male,43,Ibadan,377996,12/01/2024,06/03/2024,21,40,Online,4.1,0
338,Mrs. Maria Williams,Male,48,Kano,90862,06/11/2024,13/06/2025,22,17,Store,2,1
339,Kelly Bishop MD,Male,25,Ibadan,271414,02/04/2025,18/07/2027,3,89,Online,3.1,0
340,Raymond Shelton,Male,38,Ibadan,242708,04/08/2024,18/11/2024,25,39,Online,3.9,0
341,Maria Jones,Male,51,Ibadan,345326,12/08/2023,22/10/2023,12,2,Mobile App,2.6,0
342,Jasmine King,Male,57,Lagos,409958,16/10/2023,11/12/2024,4,57,Online,4.3,1
343,Lindsey Hernandez,Male,45,Port Harcourt,214890,07/03/2026,02/03/2027,21,18,Online,2.7,1
344,Brenda Bailey,Female,19,Abuja,494539,26/09/2023,02/12/2025,17,85,Mobile App,3.5,1
345,Jenna Larson,Female,59,Ibadan,78609,07/03/2026,04/01/2027,4,31,Online,3.5,0
346,James Conner,Male,18,Ibadan,239319,01/10/2023,25/03/2025,19,41,Store,3.1,0
347,Sandra Rodgers,Male,48,Kano,453894,07/12/2023,27/01/2026,3,10,Online,2.8,0
348,Anna Santiago,Female,43,Ibadan,315609,21/04/2026,22/06/2026,23,37,Store,2.2,0
349,Jack White,Male,23,Abuja,212480,20/07/2025,01/05/2026,18,11,Store,3.2,0
350,Ralph Lee,Male,45,Abuja,432708,19/04/2024,03/03/2025,3,31,Store,2.3,0
351,Edward French,Male,60,Lagos,438861,22/12/2023,03/11/2024,1,85,Mobile App,2.4,0
352,Sandy Stephenson,Female,49,Abuja,231773,19/07/2025,03/01/2026,12,67,Online,4.2,1
353,Sherri Williamson,Female,25,Ibadan,454451,20/07/2023,09/08/2025,9,4,Mobile App,2.2,0
354,Christopher Guerra,Male,47,Ibadan,317796,05/12/2025,28/04/2027,19,47,Online,3.1,1
355,Carol Kim,Male,24,Abuja,350895,17/01/2026,19/03/2028,24,87,Mobile App,2,0
356,Nathan Montes,Female,20,Abuja,297340,19/02/2025,28/10/2025,6,47,Online,3.7,1
357,Paul Cole,Female,38,Port Harcourt,180161,26/12/2025,13/08/2026,3,54,Mobile App,3.1,0
358,Vincent Mueller,Male,32,Ibadan,471704,29/08/2025,01/03/2026,3,67,Store,4.6,1
359,Travis Joyce,Male,23,Port Harcourt,339979,19/03/2024,18/02/2025,7,59,Store,3.7,1
360,Paula Shaw,Female,57,Kano,177183,09/05/2025,06/06/2027,16,60,Online,4.2,0
361,Ruth Solis,Male,18,Kano,264977,03/03/2025,05/08/2025,12,4,Mobile App,4.5,0
362,Amy Castillo,Female,18,Port Harcourt,447897,23/12/2023,01/12/2024,4,85,Online,3.6,0
363,Ashley Singleton,Female,49,Lagos,81402,19/12/2024,22/02/2026,2,19,Online,4.7,1
364,Phillip Nelson,Male,41,Kano,290364,02/12/2023,19/11/2025,4,96,Mobile App,2.4,1
365,Jeffrey Potts,Female,55,Abuja,347701,28/07/2025,13/10/2025,8,8,Store,2.8,1
366,Stacey Arias,Female,43,Port Harcourt,417382,01/05/2024,31/07/2026,15,95,Store,2.7,0
367,Jonathan Young,Male,55,Abuja,107133,25/02/2025,15/07/2025,15,20,Store,2.9,0
368,Alfred Galvan,Female,40,Port Harcourt,453878,26/09/2023,28/03/2025,15,27,Store,4.6,0
369,Charles Johnson,Male,37,Abuja,483264,25/02/2026,06/08/2026,11,91,Online,2.3,0
370,Brenda Thornton,Female,43,Port Harcourt,319200,25/05/2025,25/05/2026,6,7,Online,4.9,1
371,Susan Smith,Female,53,Lagos,180994,18/04/2025,09/11/2026,5,13,Online,2,0
372,Kimberly Acosta,Female,30,Lagos,481842,22/04/2024,03/09/2024,19,52,Mobile App,2.8,0
373,Ricardo Young,Female,22,Abuja,153678,19/08/2025,11/09/2025,3,83,Store,2.4,1
374,Jason Bauer,Female,28,Ibadan,350880,28/11/2023,19/01/2024,1,56,Store,4,0
375,Russell Porter,Female,31,Ibadan,148121,02/05/2025,30/04/2026,5,36,Online,3.8,0
376,Jose Allen,Female,36,Lagos,311562,01/09/2025,26/06/2027,3,53,Store,3.1,1
377,Aaron Gomez,Male,59,Kano,467961,01/01/2024,24/07/2024,1,68,Store,4.3,1
378,Matthew Miller,Female,52,Kano,459697,25/10/2025,01/03/2027,17,63,Store,3.2,0
379,Joseph Romero,Male,38,Port Harcourt,363060,03/12/2024,30/12/2024,2,29,Store,3.6,0
380,Jeanette Harrison,Male,24,Port Harcourt,179948,19/07/2025,30/12/2025,18,85,Mobile App,2.2,0
381,James Burgess,Male,42,Abuja,236019,03/02/2026,16/09/2027,19,23,Store,4.4,1
382,Haley Quinn,Female,19,Kano,418811,27/11/2024,26/07/2026,19,90,Online,3.7,0
383,Kevin Sherman,Male,49,Ibadan,334229,22/01/2026,28/05/2028,2,40,Online,2.2,0
384,Joshua Li,Female,51,Kano,300603,16/12/2023,06/01/2024,7,1,Online,3,0
385,Melinda Pollard,Male,38,Kano,81224,18/02/2024,20/05/2026,23,3,Online,4.3,1
386,Robin Brown,Female,41,Kano,419380,04/06/2025,18/08/2025,4,85,Store,2.9,0
387,Dakota Moody,Female,45,Port Harcourt,465153,02/05/2025,11/10/2025,6,82,Mobile App,4.9,1
388,Eric Sanders,Female,60,Port Harcourt,358779,27/07/2023,12/03/2024,24,23,Mobile App,2.9,0
389,Andrew Lucas,Female,18,Kano,418054,12/09/2025,29/09/2027,2,74,Online,3.8,0
390,Richard Glenn,Male,54,Port Harcourt,104583,09/08/2024,26/05/2026,24,64,Online,2.7,1
391,Robert Kim,Female,58,Ibadan,96517,19/10/2024,09/04/2025,1,91,Store,2.6,0
392,Stephanie Hughes,Male,34,Lagos,462625,02/02/2025,27/01/2026,13,14,Store,4.2,0
393,Jonathan Glass MD,Female,49,Lagos,248554,08/03/2024,06/05/2025,16,45,Mobile App,4,0
394,Angela Morrison,Female,46,Lagos,88644,28/09/2023,13/03/2024,11,5,Store,4.9,0
395,Erica Miller,Male,28,Kano,246848,27/02/2024,12/02/2025,3,21,Store,3.8,1
396,Jeremy Robbins,Male,19,Kano,276137,14/03/2026,05/03/2028,14,84,Online,2.2,1
397,Heather Williams,Female,30,Port Harcourt,264580,05/02/2024,03/09/2024,10,90,Online,2.3,1
398,Jessica Fowler,Male,53,Lagos,490325,20/11/2024,29/06/2026,12,63,Online,3.3,1
399,Mark Cox,Female,60,Abuja,377727,20/08/2023,11/12/2025,4,77,Online,2.6,1
400,Andre Allison,Female,48,Ibadan,492378,12/04/2026,05/07/2026,16,15,Store,4.7,1
401,Amanda Jones,Male,59,Port Harcourt,335278,10/04/2026,13/07/2026,13,50,Store,2.6,0
402,James Bradley,Male,46,Port Harcourt,293824,18/02/2026,15/11/2026,19,34,Online,2.5,0
403,Jerry Watson,Female,60,Kano,230245,17/12/2025,15/03/2026,8,70,Mobile App,2.2,1
404,Laura Moreno,Female,51,Kano,269483,11/04/2025,29/07/2027,8,69,Store,2.9,1
405,Donald Horne,Male,20,Lagos,313245,30/01/2025,24/06/2027,25,74,Store,2.5,0
406,Kathryn Hughes,Female,30,Lagos,116157,02/07/2023,04/02/2024,22,6,Store,2.6,0
407,Reginald Padilla,Male,56,Lagos,185206,11/10/2025,13/02/2028,13,41,Mobile App,3.2,1
408,Donna Hendricks DDS,Male,35,Kano,322466,20/04/2024,15/09/2026,19,59,Mobile App,4.3,0
409,Benjamin Thompson,Male,27,Lagos,127699,29/11/2023,27/01/2025,19,73,Online,4.4,1
410,Rita Ponce DVM,Female,44,Kano,188483,13/04/2025,29/09/2027,20,50,Store,2.1,1
411,Austin Daniels,Female,27,Lagos,374138,25/03/2026,12/05/2027,13,78,Store,4.1,0
412,Michelle Ho,Male,48,Port Harcourt,190815,30/08/2024,03/10/2026,10,48,Store,2.8,1
413,Isaiah Walker,Female,24,Ibadan,169515,06/02/2026,04/07/2028,25,18,Store,2.8,1
414,Cynthia Snyder,Female,59,Abuja,96812,30/03/2024,10/12/2025,14,25,Mobile App,3.5,1
415,Jackie Lara,Male,21,Port Harcourt,320149,03/12/2024,24/03/2027,23,21,Mobile App,3.2,0
416,Stephen Jones,Male,30,Abuja,486695,25/09/2025,22/03/2026,2,26,Store,2.2,1
417,Dr. Kelly Hammond DVM,Female,30,Kano,193643,30/01/2025,22/01/2027,13,48,Mobile App,4.8,0
418,Evan Jones,Female,41,Abuja,306265,14/09/2023,19/05/2024,16,77,Mobile App,3.7,1
419,Haley Humphrey,Male,34,Port Harcourt,442671,15/05/2025,30/10/2025,1,89,Store,2.1,0
420,Catherine Burch,Male,32,Port Harcourt,389413,25/09/2025,20/02/2028,21,29,Store,3.5,0
421,Sheena Guerra,Male,26,Abuja,389409,25/03/2025,24/07/2026,9,23,Mobile App,4.4,1
422,Christopher Morris,Female,59,Port Harcourt,194377,04/08/2025,04/08/2027,15,55,Store,2.7,1
423,Todd Jacobson,Female,51,Kano,482176,07/05/2024,01/04/2026,4,80,Online,3.5,1
424,Mark Pierce,Female,59,Port Harcourt,361307,22/09/2023,19/04/2025,22,78,Online,3.4,1
425,Lisa Davis,Female,58,Port Harcourt,220465,03/12/2023,12/09/2024,7,36,Online,3.6,0
426,Todd Moore,Female,56,Abuja,261863,11/02/2026,11/04/2026,24,85,Online,4,1
427,Stephanie Morgan,Male,44,Kano,262126,11/03/2026,02/12/2026,23,50,Mobile App,4.4,1
428,Scott Miller,Female,32,Port Harcourt,409828,14/10/2025,28/10/2027,17,69,Store,4.5,0
429,Deborah Clark,Female,24,Kano,296824,12/02/2026,10/12/2026,25,17,Online,4.8,1
430,Mark Jimenez,Male,23,Port Harcourt,166524,27/10/2025,29/08/2027,14,46,Store,3.1,1
431,Maria Turner,Male,25,Ibadan,296696,21/01/2026,11/05/2027,7,7,Mobile App,2.4,1
432,Melinda Evans,Male,37,Abuja,266587,06/06/2024,01/12/2025,7,7,Store,3.2,1
433,Brooke Perry,Male,38,Ibadan,425216,13/09/2023,07/02/2024,11,24,Mobile App,5,1
434,Lawrence Edwards,Female,21,Abuja,52471,13/05/2025,22/02/2027,25,58,Online,3.7,0
435,Shannon Hester,Female,23,Ibadan,117845,30/09/2024,14/02/2026,13,79,Store,4.9,1
436,Kayla Rodriguez,Female,20,Lagos,329855,12/12/2023,17/12/2023,11,26,Mobile App,2.6,0
437,Derek Wright,Female,33,Port Harcourt,168628,01/06/2024,05/03/2026,5,89,Online,3.2,1
438,Tony Lin,Female,22,Port Harcourt,481931,20/10/2023,09/04/2024,15,6,Mobile App,3.6,1
439,Sean Moore,Female,26,Abuja,229690,02/03/2025,21/05/2026,6,63,Store,2.1,0
440,Michelle Lee,Male,26,Kano,160724,12/10/2024,27/10/2026,17,94,Online,2.4,0
441,Mr. Jonathan Parker Jr.,Male,58,Kano,184107,25/01/2024,13/02/2025,2,99,Mobile App,2.3,0
442,Tracy Lewis,Female,25,Lagos,268510,22/01/2025,13/03/2025,18,57,Store,3.4,0
443,Douglas Harper,Female,58,Lagos,54878,21/11/2024,20/06/2025,22,39,Mobile App,2.8,0
444,Donna Smith,Male,24,Port Harcourt,318217,04/03/2026,07/05/2027,4,93,Online,3.5,0
445,Stephen Luna,Male,34,Port Harcourt,485944,05/11/2023,10/01/2026,23,67,Store,2.9,0
446,James Hudson,Female,49,Port Harcourt,158891,07/02/2025,23/08/2026,8,89,Online,2,0
447,Dylan Hughes,Male,54,Lagos,400760,20/03/2024,12/07/2024,25,64,Mobile App,2.2,0
448,Diana Hays,Female,59,Port Harcourt,171194,21/04/2025,09/01/2026,15,59,Online,2.3,0
449,Betty Davis,Female,20,Port Harcourt,496823,13/04/2026,25/09/2028,14,38,Mobile App,2.3,0
450,Gina Mcmillan,Male,26,Port Harcourt,397789,22/12/2024,01/01/2025,12,83,Store,4.9,1
451,Jordan Porter,Male,23,Lagos,245361,02/01/2024,20/06/2026,13,44,Store,4.9,1
452,Micheal Brock,Female,42,Abuja,411707,01/08/2023,04/12/2025,4,62,Online,4.1,0
453,Larry Robertson,Female,28,Kano,104375,06/08/2025,19/12/2027,22,54,Store,2.5,1
454,Emily Long,Male,40,Ibadan,370527,13/10/2024,20/12/2026,16,4,Online,4.7,1
455,Elizabeth Rogers,Female,22,Lagos,187160,04/01/2026,21/02/2026,23,84,Mobile App,3.6,0
456,Michelle Evans,Male,39,Ibadan,322157,22/07/2025,08/06/2027,22,67,Mobile App,2.7,1
457,Michael Whitney,Male,59,Lagos,251786,17/06/2023,27/04/2025,21,20,Online,3.5,1
458,Steven Wiggins,Female,49,Port Harcourt,136719,14/11/2025,05/04/2028,8,10,Store,4.9,0
459,John Coffey,Female,32,Ibadan,338618,24/01/2026,28/06/2027,8,83,Online,3.4,1
460,Mikayla Silva,Male,49,Ibadan,284392,06/11/2025,05/02/2026,24,41,Mobile App,2.1,1
461,Michelle Hampton,Male,20,Lagos,342097,11/02/2024,09/04/2025,20,71,Mobile App,3.9,0
462,Michael Johnson,Female,60,Lagos,289184,02/01/2025,04/11/2026,8,44,Store,3,1
463,Albert Edwards,Female,60,Lagos,240470,15/05/2026,18/05/2028,4,92,Mobile App,2.7,1
464,Damon Shaw,Female,58,Lagos,469384,13/01/2024,11/01/2025,2,38,Online,3.5,1
465,Shelley Fitzgerald,Male,34,Lagos,370262,27/12/2025,16/04/2026,13,26,Online,3.4,0
466,Kelly Hoffman,Female,39,Lagos,106500,27/08/2023,30/08/2025,21,97,Mobile App,3.8,1
467,James Frye,Male,60,Ibadan,358971,16/03/2026,28/06/2027,1,65,Mobile App,4.2,1
468,Gloria Gomez,Male,55,Kano,303195,06/05/2025,12/09/2027,6,66,Mobile App,4.4,0
469,Melissa Bishop,Female,60,Kano,364859,14/04/2026,16/05/2027,13,78,Store,4.9,0
470,Diana Evans,Female,43,Abuja,229756,16/03/2024,22/12/2024,5,38,Store,3.8,1
471,Michele Vaughn,Male,53,Abuja,214579,27/08/2024,08/01/2027,7,92,Mobile App,4.1,1
472,Gregory Peck,Male,26,Kano,422452,20/06/2025,10/05/2027,18,84,Mobile App,3.9,0
473,Kenneth Daniels,Female,40,Kano,344796,20/07/2024,08/09/2026,10,62,Store,4.4,0
474,Tina Ballard,Male,42,Abuja,126193,24/01/2025,19/02/2025,9,7,Online,5,1
475,Tyler Miller,Male,21,Kano,412070,16/08/2024,13/01/2025,2,38,Store,4.4,0
476,Nicole Lewis,Female,53,Abuja,167601,09/04/2025,31/12/2026,17,96,Mobile App,2.9,0
477,Justin Nelson,Female,42,Kano,268400,05/09/2025,01/10/2026,2,88,Online,4.2,0
478,Laurie Sanchez,Female,46,Kano,485150,08/11/2023,05/08/2025,18,29,Mobile App,3.8,0
479,Courtney Hall,Male,46,Abuja,143022,28/03/2026,24/01/2027,6,88,Mobile App,3.5,1
480,Mitchell Garcia,Female,45,Abuja,196335,25/10/2023,06/12/2023,6,72,Mobile App,4.5,0
481,Joshua Hickman,Male,47,Abuja,422081,22/12/2023,25/11/2024,11,20,Mobile App,2.2,1
482,Shirley Alvarez,Male,54,Port Harcourt,338442,13/02/2025,01/07/2026,17,46,Online,4.9,0
483,Victor Morris,Female,50,Lagos,133556,26/02/2026,12/05/2028,12,54,Online,4.7,1
484,Randy Pearson,Female,41,Kano,203917,19/02/2026,25/01/2027,25,28,Mobile App,2,1
485,Miranda Zuniga,Male,33,Lagos,386731,17/05/2024,17/08/2025,22,79,Store,3.1,0
486,Ryan Peck,Female,34,Lagos,333239,18/02/2024,20/03/2025,17,93,Store,3.5,1
487,Jennifer Simpson DVM,Male,20,Port Harcourt,205416,18/07/2023,28/11/2024,17,84,Online,4.8,0
488,Alexandra Bradley,Male,52,Abuja,329553,14/08/2024,15/10/2026,22,1,Mobile App,4.3,1
489,Frances Gibson,Female,24,Lagos,157782,05/11/2023,10/03/2026,24,69,Mobile App,2.5,1
490,Kathleen Mays,Male,39,Lagos,69863,12/02/2026,17/02/2028,6,12,Store,3.7,0
491,Corey Rodriguez,Female,44,Ibadan,253440,14/07/2025,05/04/2026,11,58,Online,3.2,0
492,Mariah Higgins,Male,18,Kano,386290,30/01/2024,31/07/2025,2,93,Mobile App,4.5,1
493,Rachel Bradley,Female,24,Kano,201957,13/06/2023,09/11/2024,3,88,Store,4.3,1
494,Scott Prince,Male,43,Ibadan,481028,18/03/2024,13/04/2025,6,85,Mobile App,2.7,1
495,Angie Caldwell,Male,52,Port Harcourt,204653,17/03/2025,11/06/2027,22,82,Mobile App,3.9,0
496,Mrs. Taylor Smith,Male,53,Lagos,124120,05/03/2024,23/09/2025,19,16,Mobile App,3.2,0
497,Paul Finley,Female,31,Abuja,442322,07/01/2025,16/11/2025,14,95,Mobile App,4.6,0
498,Laura Green,Female,29,Abuja,165756,03/09/2024,15/02/2025,4,79,Online,4,0
499,Amy Wilson,Male,53,Port Harcourt,291835,01/12/2024,22/04/2027,22,83,Online,2.8,0
500,Michael Leblanc,Female,55,Abuja,305428,10/09/2024,24/09/2026,22,43,Mobile App,2.7,1
